product_id,sku,name,category_id,supplier_id,unit_price,unit_cost,reorder_level,reorder_qty
892,SKU-000892,Seamless bottom-line artificial intelligence,14,43,129.22,93.64,6,84
893,SKU-000893,Distributed fault-tolerant hub,8,76,718.5,479.0,46,109
894,SKU-000894,Customizable fresh-thinking functionalities,3,27,71.53,39.3,5,132
895,SKU-000895,Expanded scalable productivity,14,72,293.17,176.61,16,75
896,SKU-000896,Progressive reciprocal info-mediaries,13,76,244.65,147.38,44,175
897,SKU-000897,Organized scalable toolset,15,93,116.47,75.63,23,155
898,SKU-000898,Profound user-facing strategy,6,48,132.33,78.95,23,103
899,SKU-000899,Triple-buffered needs-based workforce,4,95,596.34,488.8,13,98
900,SKU-000900,Robust client-server project,1,81,538.5,430.8,24,73
901,SKU-000901,Operative empowering matrix,6,27,60.92,32.48,50,191
902,SKU-000902,Down-sized zero administration leverage,13,67,402.26,239.44,50,72
903,SKU-000903,Monitored mission-critical Local Area Network,11,34,421.37,342.58,28,193
904,SKU-000904,Re-engineered 5thgeneration Graphic Interface,5,80,547.28,323.34,10,180
905,SKU-000905,Switchable neutral encoding,4,51,623.07,420.99,8,190
906,SKU-000906,Enhanced asymmetric knowledgebase,7,26,909.88,446.23,33,105
907,SKU-000907,Inverse contextually-based conglomeration,5,74,619.74,476.72,41,104
908,SKU-000908,Inverse stable paradigm,3,82,821.28,381.52,24,110
909,SKU-000909,Down-sized fresh-thinking projection,12,90,371.41,285.7,20,197
910,SKU-000910,Realigned fault-tolerant flexibility,14,16,616.97,440.69,36,168
911,SKU-000911,Diverse hybrid frame,8,3,486.34,379.95,41,135
912,SKU-000912,Universal uniform budgetary management,6,58,240.87,135.32,43,199
913,SKU-000913,Enhanced leadingedge architecture,6,8,390.98,226.0,26,113
914,SKU-000914,Progressive modular success,4,28,677.21,343.76,36,133
915,SKU-000915,Synergistic web-enabled attitude,5,47,101.4,72.74,30,63
916,SKU-000916,Balanced empowering task-force,16,78,395.14,282.24,48,169
917,SKU-000917,Synergized demand-driven solution,12,86,385.4,267.64,37,141
918,SKU-000918,Versatile zero administration analyzer,7,3,163.71,96.3,22,127
919,SKU-000919,Re-engineered fresh-thinking budgetary management,15,9,211.91,122.49,27,91
920,SKU-000920,Vision-oriented coherent project,6,100,588.31,490.26,42,139
921,SKU-000921,Exclusive mission-critical focus group,17,25,470.99,341.3,8,100
922,SKU-000922,Configurable demand-driven software,16,12,748.8,468.0,43,79
923,SKU-000923,Distributed upward-trending collaboration,4,27,138.47,76.5,15,80
924,SKU-000924,Persistent web-enabled protocol,5,7,677.72,445.87,12,72
925,SKU-000925,Customer-focused clear-thinking contingency,2,16,92.32,61.14,44,58
926,SKU-000926,User-friendly multi-tasking task-force,15,32,423.51,230.17,17,104
927,SKU-000927,Multi-tiered global database,1,85,31.57,20.37,16,166
928,SKU-000928,Programmable bi-directional collaboration,10,23,668.34,335.85,11,73
929,SKU-000929,Progressive client-driven Graphical User Interface,1,74,264.96,147.2,47,133
930,SKU-000930,De-engineered 3rdgeneration parallelism,7,90,103.88,70.19,28,139
931,SKU-000931,User-centric solution-oriented ability,7,92,720.67,371.48,47,195
932,SKU-000932,Team-oriented optimal methodology,1,100,611.81,307.44,11,108
933,SKU-000933,Optimized heuristic neural-net,11,70,776.84,498.58,28,149
934,SKU-000934,Assimilated empowering archive,5,4,203.16,159.97,14,173
935,SKU-000935,Diverse mission-critical emulation,16,36,799.44,478.6,8,92
936,SKU-000936,Up-sized uniform artificial intelligence,14,55,481.71,308.79,42,55
937,SKU-000937,Progressive solution-oriented benchmark,11,41,494.41,213.29,21,90
938,SKU-000938,Total tertiary forecast,2,32,545.11,425.87,8,81
939,SKU-000939,Proactive non-volatile throughput,15,48,16.28,10.78,32,128
940,SKU-000940,Reverse-engineered systematic time-frame,12,48,500.45,320.8,23,158
941,SKU-000941,Polarized bi-directional challenge,9,60,571.85,433.22,32,50
942,SKU-000942,Decentralized zero tolerance migration,4,5,115.83,58.5,18,56
943,SKU-000943,Focused bandwidth-monitored knowledge user,13,36,705.4,414.94,10,175
944,SKU-000944,Advanced multi-state attitude,12,58,142.87,84.54,11,87
945,SKU-000945,Triple-buffered analyzing Local Area Network,3,26,436.58,305.3,37,60
946,SKU-000946,Business-focused maximized structure,8,43,277.16,211.57,10,62
947,SKU-000947,Grass-roots mobile framework,7,52,698.66,418.36,16,79
948,SKU-000948,Re-contextualized intermediate contingency,12,69,434.7,362.25,38,140
949,SKU-000949,Function-based modular algorithm,7,16,405.75,230.54,40,51
950,SKU-000950,Open-architected cohesive workforce,15,33,304.88,172.25,32,150
951,SKU-000951,Reduced asymmetric moderator,8,18,326.53,225.19,49,171
952,SKU-000952,Open-architected intangible interface,4,40,15.28,11.4,26,200
953,SKU-000953,Reverse-engineered mobile secured line,15,16,18.94,14.96,21,59
954,SKU-000954,Front-line needs-based throughput,3,92,22.53,12.95,41,119
955,SKU-000955,Synchronized tertiary architecture,11,23,386.45,295.0,7,115
956,SKU-000956,Innovative secondary policy,16,51,550.85,314.77,43,185
957,SKU-000957,Cloned dedicated Local Area Network,15,88,463.75,254.81,12,156
958,SKU-000958,Multi-tiered bandwidth-monitored collaboration,7,63,342.96,197.77,23,62
959,SKU-000959,Focused context-sensitive task-force,11,56,328.3,250.61,16,103
960,SKU-000960,Re-contextualized bifurcated pricing structure,15,2,660.99,379.88,9,117
961,SKU-000961,Extended maximized application,17,59,112.52,86.55,39,93
962,SKU-000962,Diverse stable secured line,1,81,95.39,56.11,47,116
963,SKU-000963,Multi-layered systemic standardization,17,77,65.9,50.69,37,199
964,SKU-000964,Ameliorated upward-trending monitoring,17,81,570.74,231.18,42,124
965,SKU-000965,Quality-focused impactful firmware,10,69,907.9,477.84,13,91
966,SKU-000966,Programmable multimedia support,8,74,565.72,390.15,33,179
967,SKU-000967,Enhanced analyzing workforce,1,34,327.12,193.56,39,61
968,SKU-000968,Synchronized background contingency,7,49,346.56,216.6,41,71
969,SKU-000969,Synchronized attitude-oriented complexity,17,64,341.74,155.76,48,119
970,SKU-000970,Profit-focused coherent Local Area Network,13,75,696.33,407.21,47,172
971,SKU-000971,Balanced optimizing help-desk,8,92,459.37,342.81,12,116
972,SKU-000972,Balanced modular neural-net,8,23,772.54,465.11,36,122
973,SKU-000973,Up-sized homogeneous help-desk,4,100,493.99,347.88,34,198
974,SKU-000974,Implemented scalable analyzer,14,90,505.33,410.84,45,122
975,SKU-000975,Quality-focused dynamic success,9,79,640.37,429.78,32,56
976,SKU-000976,Advanced coherent open architecture,11,14,177.95,138.57,29,86
977,SKU-000977,Open-source even-keeled moratorium,5,1,150.21,83.45,37,196
978,SKU-000978,Public-key impactful monitoring,17,30,661.95,493.99,44,60
979,SKU-000979,Object-based mission-critical collaboration,17,57,601.89,452.55,43,197
980,SKU-000980,Cloned background framework,3,28,65.41,36.54,12,200
981,SKU-000981,Switchable web-enabled policy,6,27,668.39,460.96,50,154
982,SKU-000982,Up-sized incremental ability,11,24,91.66,57.29,20,61
983,SKU-000983,Profound bandwidth-monitored initiative,11,100,807.67,472.32,49,55
984,SKU-000984,Versatile exuding methodology,5,34,630.73,467.21,12,74
985,SKU-000985,Total explicit focus group,1,73,274.54,221.4,31,152
986,SKU-000986,User-centric mission-critical synergy,3,99,852.21,434.8,38,82
987,SKU-000987,Quality-focused upward-trending ability,13,60,608.96,360.33,40,87
988,SKU-000988,Future-proofed incremental model,4,29,80.09,51.34,25,97
989,SKU-000989,Quality-focused interactive pricing structure,8,90,628.43,472.5,42,151
990,SKU-000990,Profit-focused homogeneous open system,10,89,498.72,358.79,10,133
991,SKU-000991,Switchable actuating budgetary management,4,79,247.45,176.75,13,96
992,SKU-000992,Fully-configurable tangible implementation,2,45,46.53,31.87,12,68
993,SKU-000993,Upgradable analyzing emulation,13,27,456.47,244.1,31,130
994,SKU-000994,Fundamental fresh-thinking hub,2,49,242.08,129.52,36,51
995,SKU-000995,Reduced eco-centric conglomeration,2,38,43.36,27.3,29,146
996,SKU-000996,Proactive incremental application,11,56,544.59,351.35,21,91
997,SKU-000997,Multi-lateral mobile system engine,15,44,14.46,9.39,39,57
998,SKU-000998,Intuitive directional core,17,78,583.25,294.57,6,158
999,SKU-000999,Open-architected homogeneous toolset,5,82,90.85,68.31,16,157
1000,SKU-001000,Customer-focused hybrid product,11,78,279.82,174.89,43,138
1001,SKU-001001,Synergistic interactive complexity,6,16,224.85,119.6,16,88
1002,SKU-001002,Polarized system-worthy protocol,16,40,234.43,152.23,30,84
1003,SKU-001003,Assimilated bi-directional artificial intelligence,6,36,586.17,393.4,50,75
1004,SKU-001004,Programmable scalable info-mediaries,2,1,83.11,49.47,39,53
1005,SKU-001005,Universal modular open architecture,5,26,92.74,57.6,10,94
1006,SKU-001006,Advanced encompassing knowledge user,5,92,464.51,297.76,31,117
1007,SKU-001007,Digitized upward-trending budgetary management,6,7,832.6,438.21,18,185
1008,SKU-001008,Focused intermediate hardware,13,97,186.31,130.29,39,62
1009,SKU-001009,Down-sized holistic firmware,17,23,432.05,238.7,24,82
1010,SKU-001010,Inverse eco-centric hierarchy,9,7,107.99,65.85,7,159
1011,SKU-001011,Streamlined maximized Graphical User Interface,5,26,180.05,132.39,9,78
1012,SKU-001012,Organized executive throughput,16,88,139.89,73.24,44,71
1013,SKU-001013,Expanded dynamic secured line,10,83,458.14,232.56,46,92
1014,SKU-001014,Realigned national implementation,6,10,312.74,252.21,35,140
1015,SKU-001015,Robust zero tolerance info-mediaries,8,6,660.78,367.1,21,134
1016,SKU-001016,Networked real-time utilization,8,42,514.93,367.81,39,178
1017,SKU-001017,Focused full-range emulation,10,2,762.86,426.18,7,76
1018,SKU-001018,Phased motivating forecast,17,9,414.65,265.8,32,138
1019,SKU-001019,Synchronized high-level firmware,9,55,119.26,90.35,8,186
1020,SKU-001020,Cloned methodical portal,7,58,206.2,109.68,50,191
1021,SKU-001021,Stand-alone radical capability,5,69,72.93,56.1,34,178
1022,SKU-001022,User-centric human-resource website,14,76,444.93,264.84,38,181
1023,SKU-001023,Intuitive mission-critical paradigm,5,62,554.87,399.19,11,120
1024,SKU-001024,Multi-tiered discrete alliance,3,94,569.67,431.57,43,188
1025,SKU-001025,Future-proofed clear-thinking database,8,76,469.07,384.48,33,91
1026,SKU-001026,Customer-focused coherent budgetary management,16,4,461.48,268.3,30,90
1027,SKU-001027,Programmable multimedia application,7,22,592.58,485.72,14,81
1028,SKU-001028,Focused context-sensitive ability,1,9,29.69,24.14,49,183
1029,SKU-001029,Customizable 6thgeneration algorithm,17,81,295.39,199.59,43,192
1030,SKU-001030,Networked bottom-line access,3,38,903.16,472.86,17,145
1031,SKU-001031,Up-sized disintermediate neural-net,10,41,336.79,198.11,46,112
1032,SKU-001032,Grass-roots intangible toolset,5,25,531.46,330.1,25,129
1033,SKU-001033,Cross-platform 5thgeneration ability,7,94,393.86,211.75,6,167
1034,SKU-001034,Adaptive holistic focus group,11,96,528.85,429.96,42,147
1035,SKU-001035,Team-oriented 6thgeneration Internet solution,14,86,272.28,226.9,29,158
1036,SKU-001036,Object-based holistic framework,3,91,330.59,139.11,10,107
1037,SKU-001037,Inverse bandwidth-monitored initiative,9,99,246.74,146.0,44,170
1038,SKU-001038,Visionary next generation task-force,7,56,34.78,23.66,31,190
1039,SKU-001039,Public-key uniform open system,13,21,155.95,105.37,29,167
1040,SKU-001040,Optional next generation open architecture,17,82,681.24,403.1,41,80
1041,SKU-001041,Compatible high-level algorithm,12,76,433.73,243.67,32,96
1042,SKU-001042,Persevering homogeneous adapter,8,17,322.64,187.58,6,72
1043,SKU-001043,Self-enabling multi-state orchestration,6,49,109.89,69.55,5,127
1044,SKU-001044,Re-engineered holistic challenge,3,60,84.12,42.7,28,135
1045,SKU-001045,Pre-emptive logistical frame,3,86,416.17,263.4,13,174
1046,SKU-001046,Cross-platform needs-based service-desk,5,36,291.63,153.49,10,153
1047,SKU-001047,Enhanced cohesive circuit,16,43,647.45,483.17,37,200
1048,SKU-001048,Fundamental uniform superstructure,12,35,77.08,40.57,13,76
1049,SKU-001049,Implemented holistic matrix,2,41,792.32,423.7,32,179
1050,SKU-001050,Multi-lateral modular ability,1,94,151.66,66.0,8,66
1051,SKU-001051,Mandatory incremental focus group,2,59,618.47,325.51,15,104
1052,SKU-001052,Enhanced motivating complexity,11,93,680.27,425.17,22,51
1053,SKU-001053,Streamlined multi-state contingency,6,89,51.64,31.11,21,165
1054,SKU-001054,Compatible human-resource moratorium,12,1,191.42,125.11,35,66
1055,SKU-001055,Multi-layered 24hour pricing structure,6,60,43.83,32.44,11,72
1056,SKU-001056,Balanced value-added hierarchy,8,57,354.5,163.23,8,195
1057,SKU-001057,Persistent asynchronous workforce,14,76,99.75,71.25,25,53
1058,SKU-001058,Streamlined background middleware,10,72,8.71,4.61,50,133
1059,SKU-001059,Digitized non-volatile model,15,53,654.05,359.37,42,192
1060,SKU-001060,De-engineered radical extranet,9,61,425.19,295.27,12,155
1061,SKU-001061,Up-sized multimedia circuit,16,26,771.36,430.93,24,187
1062,SKU-001062,Fundamental full-range analyzer,5,46,61.98,44.27,40,153
1063,SKU-001063,Persistent explicit data-warehouse,12,57,208.57,115.87,21,184
1064,SKU-001064,Centralized impactful flexibility,14,5,687.05,393.3,32,164
1065,SKU-001065,Function-based exuding moratorium,17,25,194.34,101.75,40,127
1066,SKU-001066,Multi-tiered responsive framework,13,18,641.41,497.22,39,62
1067,SKU-001067,Organic even-keeled strategy,2,51,269.13,171.42,28,164
1068,SKU-001068,Object-based cohesive database,6,94,534.55,319.42,5,58
1069,SKU-001069,Self-enabling tangible function,1,86,349.49,278.42,43,76
1070,SKU-001070,Persistent zero-defect middleware,13,13,1141.31,457.29,43,54
1071,SKU-001071,Organic systemic info-mediaries,2,88,141.4,74.42,49,95
1072,SKU-001072,Universal regional hub,8,41,134.1,88.81,22,71
1073,SKU-001073,Enterprise-wide leadingedge functionalities,12,8,725.94,351.22,5,90
1074,SKU-001074,Mandatory didactic success,6,45,714.85,442.53,46,200
1075,SKU-001075,Organic executive analyzer,16,13,188.38,134.56,33,98
1076,SKU-001076,Reactive actuating help-desk,12,83,764.12,434.16,6,109
1077,SKU-001077,Advanced hybrid forecast,7,39,550.34,343.96,5,102
1078,SKU-001078,De-engineered 5thgeneration data-warehouse,14,6,555.19,355.74,37,122
1079,SKU-001079,Seamless bandwidth-monitored definition,11,79,62.82,34.9,44,94
1080,SKU-001080,Virtual web-enabled encryption,12,88,710.91,493.69,41,137
1081,SKU-001081,Compatible 5thgeneration approach,14,63,115.47,77.5,41,197
1082,SKU-001082,Re-engineered interactive neural-net,2,10,13.23,8.82,39,149
1083,SKU-001083,Balanced zero-defect standardization,8,62,491.51,369.56,37,118
1084,SKU-001084,Extended stable core,10,40,683.53,357.87,42,145
1085,SKU-001085,Persevering homogeneous task-force,6,43,758.19,443.28,25,52
1086,SKU-001086,Extended homogeneous functionalities,9,17,146.56,113.2,30,97
1087,SKU-001087,Function-based contextually-based paradigm,2,81,248.86,148.13,16,196
1088,SKU-001088,Face-to-face fault-tolerant groupware,4,9,463.35,361.99,5,58
1089,SKU-001089,Balanced heuristic encryption,1,82,547.77,294.5,39,192
1090,SKU-001090,Advanced coherent budgetary management,3,50,615.07,469.52,30,163
1091,SKU-001091,Synergistic full-range knowledgebase,11,97,155.27,114.17,41,192
1092,SKU-001092,Re-contextualized contextually-based array,6,76,573.43,406.69,42,158
1093,SKU-001093,Focused disintermediate instruction set,6,2,241.81,161.21,49,86
1094,SKU-001094,Enterprise-wide asynchronous extranet,15,60,392.54,236.47,6,82
1095,SKU-001095,Diverse directional structure,1,24,5.74,2.56,17,160
1096,SKU-001096,Robust uniform protocol,6,9,655.58,360.21,27,184
1097,SKU-001097,Adaptive systemic hierarchy,4,56,775.97,404.15,11,78
1098,SKU-001098,Multi-layered full-range neural-net,3,94,436.04,259.55,42,130
1099,SKU-001099,Phased composite strategy,4,49,552.63,293.95,40,182
1100,SKU-001100,Visionary global encoding,16,69,48.8,24.9,49,105
1101,SKU-001101,Distributed multimedia paradigm,16,23,64.96,36.7,37,120
1102,SKU-001102,Cross-platform multimedia challenge,6,93,315.36,171.39,35,91
1103,SKU-001103,Extended reciprocal frame,5,81,4.42,2.6,19,84
1104,SKU-001104,Cross-group even-keeled focus group,16,36,450.37,341.19,46,104
1105,SKU-001105,Operative high-level orchestration,7,90,677.09,376.16,5,82
1106,SKU-001106,Expanded actuating focus group,5,29,472.34,378.8,13,83
1107,SKU-001107,De-engineered tangible benchmark,8,48,535.86,369.56,50,99
1108,SKU-001108,Cross-group intangible groupware,2,53,39.34,23.99,21,151
1109,SKU-001109,Universal radical emulation,15,59,146.88,102.0,34,141
1110,SKU-001110,Public-key directional capacity,3,88,366.22,205.74,6,91
1111,SKU-001111,Synergized value-added archive,16,39,576.17,308.11,29,60
1112,SKU-001112,Assimilated empowering encryption,9,9,1073.37,442.2,44,149
1113,SKU-001113,Configurable dedicated capability,14,63,347.78,202.2,5,178
1114,SKU-001114,Multi-layered intangible infrastructure,15,97,52.09,30.46,7,148
1115,SKU-001115,Profound hybrid hierarchy,12,8,159.6,121.89,24,198
1116,SKU-001116,Streamlined 5thgeneration intranet,14,51,205.61,148.99,17,128
1117,SKU-001117,Face-to-face non-volatile instruction set,12,2,595.88,311.98,24,146
1118,SKU-001118,Networked client-driven Internet solution,4,12,201.47,87.58,23,87
1119,SKU-001119,Devolved user-facing Graphical User Interface,11,35,244.7,132.27,48,88
1120,SKU-001120,User-centric modular policy,4,95,90.48,53.86,44,154
1121,SKU-001121,Integrated transitional artificial intelligence,13,34,149.4,77.81,19,101
1122,SKU-001122,Horizontal logistical contingency,12,86,616.15,288.43,8,143
1123,SKU-001123,Fundamental dedicated alliance,8,10,359.33,274.3,10,143
1124,SKU-001124,Assimilated holistic success,9,48,659.64,436.85,34,149
1125,SKU-001125,Managed logistical initiative,9,93,769.16,471.88,45,135
1126,SKU-001126,Optional holistic open system,16,35,632.12,486.25,30,148
1127,SKU-001127,Optional demand-driven focus group,5,11,862.07,478.93,16,137
1128,SKU-001128,Total 24/7 orchestration,11,80,249.43,148.47,24,180
1129,SKU-001129,Open-architected radical circuit,11,48,91.47,46.43,41,147
1130,SKU-001130,Customizable disintermediate access,15,36,252.62,205.38,13,111
1131,SKU-001131,Enterprise-wide human-resource capability,10,7,255.93,190.99,47,117
1132,SKU-001132,Diverse intangible budgetary management,10,100,439.75,335.69,25,129
1133,SKU-001133,Re-contextualized incremental definition,15,29,175.7,111.91,11,54
1134,SKU-001134,Progressive heuristic concept,5,16,28.82,17.68,10,144
1135,SKU-001135,Realigned even-keeled functionalities,6,27,898.3,375.7,28,121
1136,SKU-001136,Persevering empowering flexibility,16,7,623.56,380.22,12,177
1137,SKU-001137,Synergistic 4thgeneration solution,17,53,185.31,101.82,26,87
1138,SKU-001138,De-engineered object-oriented Internet solution,13,88,181.43,115.56,25,154
1139,SKU-001139,Centralized secondary analyzer,12,20,132.12,98.24,33,187
1140,SKU-001140,Streamlined multi-state protocol,2,5,48.36,34.3,6,88
1141,SKU-001141,De-engineered asymmetric function,6,41,482.25,249.87,34,99
1142,SKU-001142,Innovative discrete orchestration,4,99,112.47,63.54,18,151
1143,SKU-001143,Down-sized 5thgeneration customer loyalty,4,26,444.66,272.8,29,138
1144,SKU-001144,Vision-oriented hybrid conglomeration,1,77,301.95,181.9,46,97
1145,SKU-001145,Monitored clear-thinking success,12,79,388.97,296.92,27,104
1146,SKU-001146,Distributed scalable solution,15,30,565.43,467.3,49,98
1147,SKU-001147,Phased system-worthy solution,8,46,723.29,459.66,19,83
1148,SKU-001148,Automated methodical infrastructure,3,7,220.42,118.54,40,167
1149,SKU-001149,Robust modular toolset,4,98,38.22,25.65,37,90
1150,SKU-001150,Cross-platform 24/7 matrix,4,20,596.75,426.25,30,75
1151,SKU-001151,Synergistic next generation product,6,91,314.33,183.82,10,176
1152,SKU-001152,Virtual empowering monitoring,9,100,653.22,343.8,30,172
1153,SKU-001153,Fundamental clear-thinking circuit,7,28,204.64,104.41,49,89
1154,SKU-001154,Customer-focused web-enabled portal,10,33,134.3,74.2,14,138
1155,SKU-001155,Synchronized systemic product,6,23,551.7,288.85,27,153
1156,SKU-001156,Mandatory didactic hub,2,50,56.35,31.48,20,172
1157,SKU-001157,Customizable national approach,9,51,808.64,444.31,48,175
1158,SKU-001158,Intuitive discrete open architecture,10,99,262.1,143.13,12,193
1159,SKU-001159,Compatible directional time-frame,13,23,307.63,167.19,30,64
1160,SKU-001160,Re-engineered uniform leverage,12,50,338.44,262.36,9,130
1161,SKU-001161,Multi-lateral foreground extranet,3,23,564.53,376.35,45,67
1162,SKU-001162,Future-proofed asynchronous archive,11,43,365.01,190.11,32,119
1163,SKU-001163,Up-sized homogeneous parallelism,7,76,18.55,10.72,25,165
1164,SKU-001164,Centralized mission-critical website,1,18,347.63,282.63,6,114
1165,SKU-001165,Advanced asynchronous process improvement,16,13,163.82,88.55,13,72
1166,SKU-001166,Re-engineered dynamic system engine,14,80,97.99,78.39,30,168
1167,SKU-001167,Automated non-volatile model,16,28,414.83,274.72,9,92
1168,SKU-001168,Configurable real-time throughput,6,17,284.6,220.62,33,149
1169,SKU-001169,Mandatory tangible orchestration,17,69,549.79,347.97,44,171
1170,SKU-001170,Front-line scalable database,10,26,485.3,334.69,12,73
1171,SKU-001171,Integrated content-based algorithm,17,87,461.47,324.98,42,135
1172,SKU-001172,Decentralized optimizing architecture,12,4,120.01,95.29,27,174
1173,SKU-001173,Re-contextualized scalable knowledgebase,10,62,565.05,415.48,5,62
1174,SKU-001174,Persistent hybrid function,10,70,3.71,2.17,47,161
1175,SKU-001175,Organized optimizing knowledge user,10,12,443.76,256.51,31,101
1176,SKU-001176,Automated eco-centric groupware,2,3,374.95,199.44,31,112
1177,SKU-001177,Exclusive 5thgeneration parallelism,13,35,291.84,182.4,41,159
1178,SKU-001178,Configurable bifurcated productivity,12,18,494.88,317.23,41,147
1179,SKU-001179,Team-oriented holistic parallelism,15,93,186.26,116.41,5,95
1180,SKU-001180,Progressive cohesive Local Area Network,14,87,228.53,190.44,18,159
1181,SKU-001181,Seamless explicit moderator,11,79,217.42,155.3,30,139
1182,SKU-001182,Optional dynamic framework,11,97,872.82,474.36,21,124
1183,SKU-001183,Function-based zero tolerance archive,10,79,728.23,383.28,12,151
1184,SKU-001184,Robust dynamic strategy,9,36,575.79,293.77,42,165
1185,SKU-001185,Fundamental 3rdgeneration moderator,6,19,223.87,147.28,19,62
1186,SKU-001186,Polarized uniform data-warehouse,17,75,606.89,305.42,22,75
1187,SKU-001187,Virtual object-oriented knowledge user,5,8,322.61,129.2,49,94
1188,SKU-001188,Inverse exuding model,12,25,97.58,60.61,23,155
1189,SKU-001189,De-engineered zero-defect capacity,2,32,333.09,191.43,5,60
1190,SKU-001190,Multi-tiered asymmetric circuit,8,73,215.76,156.35,8,57
1191,SKU-001191,Customizable demand-driven superstructure,15,43,103.21,74.94,30,141
1192,SKU-001192,Managed optimal Graphical User Interface,16,1,338.4,272.9,40,160
1193,SKU-001193,Fundamental tertiary hierarchy,10,25,898.38,499.1,21,133
1194,SKU-001194,Quality-focused neutral hub,2,27,265.95,205.49,23,96
1195,SKU-001195,User-centric client-driven alliance,8,25,184.11,99.52,24,167
1196,SKU-001196,Expanded solution-oriented benchmark,1,39,229.87,151.23,19,165
1197,SKU-001197,User-centric system-worthy service-desk,13,70,603.09,367.74,6,58
1198,SKU-001198,Triple-buffered client-server open system,9,49,541.18,284.83,42,62
1199,SKU-001199,Switchable mobile intranet,10,9,147.11,80.83,34,117
1200,SKU-001200,Intuitive analyzing collaboration,8,69,123.98,98.4,28,62
1201,SKU-001201,Object-based global contingency,15,97,131.21,85.2,26,90
1202,SKU-001202,Distributed regional utilization,8,2,171.39,103.25,13,54
1203,SKU-001203,Customer-focused didactic database,1,30,121.83,70.42,6,106
1204,SKU-001204,Organic asymmetric superstructure,4,86,164.28,103.32,32,166
1205,SKU-001205,Digitized zero-defect matrices,12,97,289.67,188.1,25,113
1206,SKU-001206,Grass-roots secondary hub,7,8,564.8,462.95,10,94
1207,SKU-001207,Down-sized disintermediate algorithm,7,35,758.63,468.29,50,83
1208,SKU-001208,Cloned optimal workforce,1,12,39.75,25.16,34,91
1209,SKU-001209,Business-focused holistic approach,15,93,674.31,492.2,31,116
1210,SKU-001210,Vision-oriented bi-directional leverage,16,42,657.53,340.69,21,155
1211,SKU-001211,Business-focused human-resource hierarchy,8,69,75.53,56.79,33,89
1212,SKU-001212,Digitized global middleware,3,24,730.55,405.86,14,131
1213,SKU-001213,Object-based well-modulated monitoring,10,92,459.67,308.5,21,179
1214,SKU-001214,Pre-emptive dynamic product,7,58,489.86,373.94,41,69
1215,SKU-001215,Business-focused bottom-line moderator,15,66,534.74,408.23,7,110
1216,SKU-001216,Seamless actuating secured line,3,59,698.96,358.44,8,174
1217,SKU-001217,Face-to-face radical collaboration,12,14,273.38,151.88,42,114
1218,SKU-001218,Intuitive user-facing task-force,4,64,629.11,357.45,11,94
1219,SKU-001219,User-friendly eco-centric encryption,8,72,135.86,91.18,34,96
1220,SKU-001220,Distributed client-server budgetary management,13,23,116.72,85.2,29,132
1221,SKU-001221,Ergonomic user-facing support,1,89,436.89,352.33,39,100
1222,SKU-001222,Organic 3rdgeneration function,17,67,145.41,105.37,36,180
1223,SKU-001223,Ameliorated composite access,12,79,479.24,308.74,48,146
1224,SKU-001224,Seamless zero administration functionalities,7,88,749.82,394.64,33,177
1225,SKU-001225,Optimized scalable protocol,7,21,200.69,133.79,43,131
1226,SKU-001226,Organized modular leverage,11,22,263.58,214.29,15,141
1227,SKU-001227,Configurable impactful hardware,3,19,447.05,292.19,43,84
1228,SKU-001228,Up-sized cohesive collaboration,10,15,29.12,16.83,9,132
1229,SKU-001229,Balanced coherent parallelism,11,41,604.49,475.98,47,198
1230,SKU-001230,Persistent static success,5,83,271.55,207.29,31,94
1231,SKU-001231,Virtual contextually-based analyzer,14,49,787.71,425.79,9,135
1232,SKU-001232,Synchronized neutral Graphical User Interface,4,25,621.22,341.33,18,77
1233,SKU-001233,Future-proofed object-oriented monitoring,8,91,175.25,116.83,15,66
1234,SKU-001234,Distributed bandwidth-monitored conglomeration,3,48,514.62,421.82,23,180
1235,SKU-001235,Distributed intermediate moratorium,14,69,573.12,341.14,36,152
1236,SKU-001236,Reduced bifurcated moderator,11,34,303.58,154.1,40,187
1237,SKU-001237,Versatile client-driven service-desk,1,6,43.77,31.49,29,95
1238,SKU-001238,Sharable multi-tasking matrices,8,41,458.08,293.64,38,133
1239,SKU-001239,Open-architected executive initiative,10,100,723.89,399.94,12,161
1240,SKU-001240,Switchable contextually-based budgetary management,5,92,509.86,372.16,32,87
1241,SKU-001241,Ameliorated fault-tolerant solution,3,6,115.5,93.9,23,91
1242,SKU-001242,Pre-emptive multimedia open system,4,12,493.74,315.32,35,164
1243,SKU-001243,Seamless radical pricing structure,9,74,141.7,80.97,49,184
1244,SKU-001244,Total dedicated budgetary management,1,8,85.52,51.83,19,160
1245,SKU-001245,Team-oriented value-added concept,1,8,423.93,218.52,5,139
1246,SKU-001246,Mandatory content-based moratorium,13,25,813.31,481.25,11,50
1247,SKU-001247,Enhanced encompassing encryption,17,31,235.19,166.8,40,50
1248,SKU-001248,Seamless composite protocol,2,8,735.09,480.45,33,151
1249,SKU-001249,Persevering web-enabled Internet solution,8,30,331.07,275.89,16,192
1250,SKU-001250,Expanded didactic matrices,14,96,850.5,457.26,10,179
1251,SKU-001251,Quality-focused web-enabled throughput,13,23,314.66,174.81,30,166
1252,SKU-001252,Integrated zero-defect benchmark,1,10,94.03,55.31,17,89
